,Unnamed: 0,Report Number,Accident Year,Accident Date/Time,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Accident City,Accident County,Accident State,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
825,825,20120167,2012,4/29/2012 6:00 PM,"PLAINS PIPELINE, L.P.",CASHION STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,CASHION,KINGFISHER,OK,CORROSION,EXTERNAL,15.0,,15.0,0.0,NO,NO,NO,0.0,0.0,0.0,2800.0,0.0,0.0,2800
317,317,20110003,2010,12-05-10 20:30,"MAGELLAN PIPELINE COMPANY, LP",KANSAS CITY STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",KANSAS CITY,WYANDOTTE,KS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.6,0.0,0.6,0.0,NO,NO,YES,300.0,75.0,0.0,0.0,0.0,0.0,375
1226,1226,20130186,2013,05-07-13 8:30,ENTERPRISE CRUDE PIPELINE LLC,HEALDTON STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,HEALDTON,CARTER,OK,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2.0,,2.0,0.0,NO,NO,YES,10000.0,200.0,0.0,0.0,2550.0,0.0,12750
1784,1784,20140344,2014,09-01-14 7:10,ENTERPRISE CRUDE PIPELINE LLC,NOCONA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,NOCONA,MONTAGUE,TX,CORROSION,INTERNAL,2.0,,2.0,0.0,NO,NO,NO,1000.0,200.0,1000.0,0.0,1000.0,12800.0,16000
751,751,20120087,2012,2/24/2012 4:10 PM,CENEX PIPELINE LLC,BV 111,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NONE,ROSEBUD,MT,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,183.0,0.0,181.0,2.0,NO,NO,YES,10000.0,24650.0,200000.0,10000.0,0.0,0.0,244650
1597,1597,20140162,2014,3/26/2014 11:39 AM,ENTERPRISE PRODUCTS OPERATING LLC,LA JUNTA STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,LA JUNTA,OTERO,CO,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.08,,0.0,0.08,NO,NO,NO,52500.0,3.0,0.0,0.0,0.0,0.0,52503
2164,2164,20150279,2015,07-11-15 10:56,"TALLGRASS PONY EXPRESS PIPELINE, LLC",CUSHING MEASUREMENT STATION,ONSHORE,TANK,CRUDE OIL,,,PAYNE COUNTY,OK,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.5,,0.5,0.0,NO,NO,YES,1000.0,25.0,0.0,1800.0,1000.0,0.0,3825
888,888,20120226,2012,07-07-12 8:15,SUNOCO PIPELINE L.P.,"AMDEL 10""",ONSHORE,UNDERGROUND,CRUDE OIL,,KURTEN,BRAZOS,TX,CORROSION,EXTERNAL,2.0,0.0,0.0,2.0,NO,NO,YES,15500.0,162.0,0.0,500.0,2000.0,0.0,18162
1359,1359,20130316,2013,8/29/2013 8:00 AM,"MAGELLAN PIPELINE COMPANY, LP",ABILENE JCT. STA. NO. 745,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",ABILENE,TAYLOR,TX,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,1.0,,1.0,0.0,NO,NO,NO,0.0,150.0,0.0,4500.0,0.0,0.0,4650
1744,1744,20140306,2014,7/27/2014 11:30 AM,ENTERPRISE CRUDE PIPELINE LLC,HOBBS TANK STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,HOBBS,LEA,NM,CORROSION,INTERNAL,8.0,,8.0,0.0,NO,NO,YES,10500.0,800.0,0.0,700.0,0.0,0.0,12000
1840,1840,20140399,2014,10/21/2014 7:30 AM,"MAGELLAN PIPELINE COMPANY, LP",OLATHE TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),OLATHE,JOHNSON,KS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.71,,0.71,0.0,NO,NO,YES,200.0,65.0,0.0,4000.0,15000.0,0.0,19265
1865,1865,20140418,2014,11/13/2014 7:00 AM,"PLAINS PIPELINE, L.P.",TUSSY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,RATLIFF CITY,CARTER,OK,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,30.0,,30.0,0.0,NO,NO,NO,800.0,158.0,0.0,36000.0,3000.0,0.0,39958
101,101,20100083,2010,4/23/2010 4:32 PM,ENTERPRISE PRODUCTS OPERATING LLC,WEST LEG RED LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,SOLOMON,OTTAWA,KS,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,1669.0,0.0,10.0,1659.0,NO,NO,YES,170034.0,129618.0,2460.0,110000.0,163297.0,0.0,575409
2460,2460,20160074,2016,2/29/2016 8:15 PM,ENTERPRISE PRODUCTS OPERATING LLC,BEAUMONT TERMINAL,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,BEAUMONT,JEFFERSON,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.2,5.0,0.0,0.2,NO,NO,NO,500.0,2.0,0.0,0.0,0.0,0.0,502
1815,1815,20140354,2014,9/26/2014 4:00 PM,"BUCKEYE PARTNERS, LP",LINDEN STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),LINDEN,UNION,NJ,ALL OTHER CAUSES,MISCELLANEOUS,10.0,,1.0,9.0,NO,NO,NO,45394.0,200.0,0.0,0.0,23000.0,0.0,68594
685,685,20120016,2011,12/17/2011 4:55 PM,DIXIE PIPELINE,TRENTON STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),TRENTON,EDGEFIELD,SC,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,22.0,0.0,0.0,22.0,NO,NO,YES,2600.0,1266.0,0.0,0.0,0.0,0.0,3866
1476,1476,20140043,2014,01-08-14 7:00,"MAGELLAN PIPELINE COMPANY, LP","GLENPOOL WEST, STATION #585",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),TULSA,TULSA,OK,NATURAL FORCE DAMAGE,TEMPERATURE,30.0,,30.0,0.0,NO,NO,NO,0.0,2450.0,0.0,37000.0,0.0,0.0,39450
2327,2327,20150442,2015,11-03-15 15:50,"BUCKEYE PARTNERS, LP",PERTH AMBOY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),PERTH AMBOY,MIDDLESEX,NJ,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.12,,0.12,0.0,NO,NO,YES,0.0,25.0,0.0,575.0,0.0,0.0,600
2134,2134,20150247,2015,06-12-15 14:50,"KINDER MORGAN LIQUID TERMINALS, LLC",KINDER MORGAN,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",CARTERET,MIDDLESEX,NJ,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.57,,3.57,0.0,NO,NO,YES,15000.0,10584.0,0.0,0.0,0.0,0.0,25584
1616,1616,20140178,2014,04-08-14 9:45,"KOCH PIPELINE COMPANY, L.P.",HUGO PUMP STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,HUGO,WASHINGTON,MN,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.6,,0.58,0.02,NO,NO,NO,0.0,92.0,1273261.0,53773.0,0.0,0.0,1327126
1348,1348,20130320,2013,8/19/2013 9:51 AM,"MAGELLAN AMMONIA PIPELINE, L.P.","EARLY TO GARNER 6"" LINE",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,LIVERMORE,HUMBOLDT,IA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,5.23,0.0,0.0,5.23,NO,NO,YES,72000.0,422.0,2400.0,8000.0,30000.0,0.0,112822
2249,2249,20150357,2015,9/13/2015 6:23 PM,MARATHON PIPE LINE LLC,SAMARIA STATION ,ONSHORE,ABOVEGROUND,CRUDE OIL,,TEMPERANCE,MONROE,MI,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,22.0,,22.0,0.0,NO,NO,YES,5600.0,700.0,0.0,268400.0,0.0,0.0,274700
1663,1663,20140221,2014,05-07-14 16:15,SKEISUI SPECIALTY CHEMICALS AMERICA,SEKISUI VAM PIPELINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,PASADENA,HARRIS,TX,CORROSION,EXTERNAL,744.05,,298.78,445.27,NO,NO,YES,300000.0,120000.0,0.0,250000.0,800000.0,0.0,1470000
390,390,20110080,2011,02-08-11 12:13,SUNOCO PIPELINE L.P.,DARBY CREEK TANK FARM,ONSHORE,TANK,CRUDE OIL,,SHARON HILL,DELAWARE,PA,CORROSION,INTERNAL,38.0,0.0,38.0,0.0,NO,NO,NO,0.0,0.0,0.0,257250.0,0.0,0.0,257250
1722,1722,20140283,2014,07-10-14 1:30,"PLAINS PIPELINE, L.P.",COLORADO CITY MESA,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SCURRY,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,3.0,,3.0,0.0,NO,NO,YES,0.0,280.0,0.0,11000.0,0.0,0.0,11280
2395,2395,20160024,2016,1/15/2016 5:30 PM,WILLIAMS FIELD SERVICES,OVERLAND PASS PIPELINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,CARBON COUNTY,WY,NATURAL FORCE DAMAGE,TEMPERATURE,1.1,0.0,0.0,1.1,NO,NO,YES,200.0,1000.0,0.0,0.0,0.0,0.0,1200
1039,1039,20130008,2012,12/14/2012 4:00 PM,COLONIAL PIPELINE CO,COLONIAL/MITCHELL JUNCTION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",COLUMBIA,CUMBERLAND,VA,CORROSION,INTERNAL,0.45,0.0,0.45,0.0,NO,NO,NO,3500.0,88.0,0.0,6000.0,5000.0,0.0,14588
288,288,20100299,2010,11/15/2010 6:20 PM,"MAGELLAN AMMONIA PIPELINE, L.P.",WEST LEG ANHYDROUS AMMONIA SYSTEM,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,EARLY,SAC,IA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",8.62,0.0,0.0,8.62,NO,NO,YES,25000.0,650.0,500.0,10000.0,31281.0,0.0,67431
859,859,20120203,2012,06-06-12 0:31,CALNEV PIPELINE CO,BAKER PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",BAKER,SAN BERNARDINO,CA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.42,0.0,0.42,0.0,NO,NO,,4500.0,49.0,0.0,1000.0,0.0,5500.0,11049
2768,2768,20160427,2016,12-07-16 5:07,DIXIE PIPELINE COMPANY LLC,MONT BELVIEU TO APEX MAINLINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,AUGUSTA,MCCORMICK,SC,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,33.0,0.0,0.0,33.0,NO,NO,YES,80.0,847.0,0.0,0.0,0.0,0.0,927
905,905,20120243,2012,7/26/2012 2:15 PM,MOTIVA ENTERPRISE LLC,2-12 RIGHT OF WAY,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),PORT ARTHUR TEXAS,JEFFERSON,TX,CORROSION,EXTERNAL,0.2,0.0,0.2,0.0,NO,NO,YES,26000.0,0.0,0.0,0.0,10000.0,0.0,36000
226,226,20100209,2010,8/27/2010 10:25 AM,CONOCOPHILLIPS,TANK 1078 AT THE CASPER PUMP STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),EVANSVILLE,NATRONA,WY,INCORRECT OPERATION,INCORRECT INSTALLATION,10.0,0.0,0.0,10.0,NO,NO,NO,15000.0,1260.0,0.0,0.0,0.0,0.0,16260
351,351,20110033,2011,01-03-11 9:30,SUNOCO PIPELINE L.P.,MERTEN STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,PAMPA,GRAY,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.5,0.0,0.0,0.5,NO,NO,NO,1250.0,44.0,0.0,1261.0,0.0,0.0,2555
2089,2089,20150201,2015,05-08-15 14:00,SUNOCO PIPELINE L.P.,"HEBERT TO ALDINE 8""",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),DAYTON,LIBERTY,TX,CORROSION,EXTERNAL,3.0,,0.0,3.0,NO,NO,NO,25000.0,315.0,58000.0,8000.0,432824.0,0.0,524139
416,416,20110105,2011,2/24/2011 1:03 AM,"MAGELLAN PIPELINE COMPANY, LP","TEXAS CITY TO PASADENA 18"" PRODUCT LINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),TEXAS CITY,GALVESTON,TX,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,482.0,,50.0,432.0,NO,NO,YES,403000.0,60817.0,0.0,149000.0,1777200.0,0.0,2390017
966,966,20120312,2012,9/26/2012 10:00 AM,MARATHON PIPE LINE LLC,MARTINSVILLE TANK FARM,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,MARTINSVILLE,CLARK,IL,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.1,0.0,0.1,0.0,NO,NO,NO,26000.0,0.0,0.0,56000.0,0.0,0.0,82000
1046,1046,20130013,2012,12/19/2012 1:30 PM,EXXONMOBIL REFINING AND SUPPLY COMPANY,#6 SYSTEM,ONSHORE,ABOVEGROUND,CRUDE OIL,,PORT ALLEN,WEST BATON ROUGE,LA,ALL OTHER CAUSES,UNKNOWN,0.3,0.0,0.3,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0
815,815,20120153,2012,4/19/2012 12:28 PM,EXXONMOBIL OIL CORP - WEST COAST,G-13 GATHERING LINE- CSFM ID-1235  ,ONSHORE,UNDERGROUND,CRUDE OIL,,MARCIOPA,KERN,CA,CORROSION,INTERNAL,2.7,0.0,2.7,0.0,NO,NO,YES,500.0,230.0,0.0,3800.0,1500.0,0.0,6030
312,312,20100315,2010,12-02-10 19:15,"BUCKEYE PARTNERS, LP",SAUGET TO DUPO 162 LINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NEW DOUGLAS,MADISON,IL,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,500.0,0.0,10.3,489.7,NO,NO,YES,188580.0,50000.0,0.0,666080.0,3804906.0,0.0,4709566
1205,1205,20130158,2013,4/20/2013 10:20 AM,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),CARTERET,MIDDLESEX,NJ,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.59,,0.59,0.0,NO,NO,,200.0,75.0,0.0,0.0,15000.0,0.0,15275
402,402,20110054,2011,2/16/2011 12:30 PM,"KINDER MORGAN LIQUID TERMINALS, LLC",CARTERET TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",CARTERET,MIDDLESEX,NJ,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.4,0.0,0.4,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,2500.0,0.0,2500
554,554,20110323,2011,08-07-11 6:54,"MAGELLAN PIPELINE COMPANY, LP",ORION NORTH,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",HENRIETTA,CLAY,TX,CORROSION,EXTERNAL,131.0,0.0,131.0,0.0,NO,NO,NO,20000.0,16150.0,20400.0,100000.0,320000.0,0.0,476550
484,484,20110191,2011,5/22/2011 2:45 PM,ENTERPRISE CRUDE PIPELINE LLC,SEAWAY PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SEMINOLE,OK,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,121.0,0.0,36.0,85.0,NO,NO,NO,500.0,9775.0,0.0,5000.0,90534.0,0.0,105809
1624,1624,20140187,2014,4/14/2014 3:24 PM,"PLAINS PIPELINE, L.P.",JAL BASIN STATION,ONSHORE,TANK,CRUDE OIL,,JAL,LEA,NM,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,500.0,,500.0,0.0,NO,NO,YES,26500.0,11000.0,0.0,87531.0,40000.0,0.0,165031
956,956,20120295,2012,9/18/2012 9:00 AM,CITGO PIPELINE CO,SOUR LAKE TANK FARM,ONSHORE,ABOVEGROUND,CRUDE OIL,,SOUR LAKE,HARDIN,TX,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,70.0,0.0,68.0,2.0,NO,NO,NO,7000.0,160.0,0.0,30000.0,0.0,500.0,37660
1285,1285,20130254,2013,6/25/2013 5:00 AM,SUNOCO PIPELINE L.P.,RINGGOLD STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,RINGGOLD,MONTAQUE,TX,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,150.0,,90.0,60.0,NO,NO,NO,25000.0,5505.0,0.0,11000.0,158235.0,0.0,199740
787,787,20120120,2012,3/30/2012 7:30 AM,ENTERPRISE CRUDE PIPELINE LLC,HOLLIDAY STATION,ONSHORE,TANK,CRUDE OIL,,HOLLIDAY,ARCHER,TX,CORROSION,INTERNAL,75.0,,60.0,15.0,NO,NO,YES,15000.0,7500.0,0.0,10000.0,36588.0,0.0,69088
241,241,20100221,2010,09-09-10 11:30,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 6A,ONSHORE,UNDERGROUND,CRUDE OIL,,ROMEOVILLE,WILL,IL,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,7538.0,0.0,7538.0,0.0,NO,NO,YES,2810324.0,70000.0,12233787.0,12146232.0,16538963.0,3594260.0,47393566
1541,1541,20140088,2014,2/21/2014 2:20 AM,COLONIAL PIPELINE CO,BATON ROUGE JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),JACKSON,EAST FELICIANA,LA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.3,,0.3,0.0,NO,NO,YES,50.0,35.0,0.0,2745.0,0.0,0.0,2830
2565,2565,20160214,2016,06-06-16 15:30,SUNOCO PIPELINE L.P.,"CORSICANA TO TYLER/DELEK 12""",ONSHORE,UNDERGROUND,CRUDE OIL,,CORSICANA,NAVARRO,TX,CORROSION,EXTERNAL,1.0,,0.0,1.0,NO,NO,YES,5000.0,46.0,0.0,20000.0,0.0,0.0,25046
774,774,20120091,2012,3/20/2012 11:36 AM,ENTERPRISE PRODUCTS OPERATING LLC,PORT ARTHUR TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",PORT ARTHUR,JEFFERSON,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.0,0.0,1.0,2.0,NO,NO,NO,26456.0,300.0,0.0,0.0,9306.0,0.0,36062
115,115,20100105,2010,05-07-10 13:00,CALNEV PIPELINE CO,LAS VEGAS TERMINAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",LAS VEGAS,CLARK,NV,CORROSION,EXTERNAL,5.75,0.0,5.75,0.0,NO,NO,NO,14000.0,518.0,0.0,0.0,25000.0,0.0,39518
2693,2693,20160340,2016,9/27/2016 9:27 AM,EXPLORER PIPELINE CO,"HUNTSVILLE, TX PUMP STATION",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),HUNTSVILLE,WALKER,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.31,,0.31,0.0,NO,NO,NO,3359.0,30.0,0.0,3900.0,0.0,0.0,7289
826,826,20120163,2012,4/30/2012 7:00 AM,ENTERPRISE PRODUCTS OPERATING LLC,ALVIN STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ALVIN,BRAZORIA,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.0,0.0,0.0,3.0,NO,NO,NO,22000.0,75.0,0.0,2520.0,2000.0,6000.0,32595
420,420,20110104,2011,2/28/2011 1:50 PM,"MAGELLAN PIPELINE COMPANY, LP","#6-10"" EL DORADO TO KANSAS CITY LINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),EMPORIA,LYON,KS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,20.0,0.0,20.0,0.0,NO,NO,YES,18382.0,0.0,0.0,19083.0,5000.0,0.0,42465
596,596,20110384,2011,9/13/2011 8:00 AM,CONOCOPHILLIPS,"OK-01, WICHITA FALLS TO PONCA CITY, 12"" CRUDE LINE",ONSHORE,UNDERGROUND,CRUDE OIL,,"TEMPLE, OK",COTTON,OK,ALL OTHER CAUSES,UNKNOWN,1.7,0.0,0.9,0.8,NO,NO,,2000000.0,146.0,5000.0,120000.0,1218050.0,0.0,3343196
128,128,20110375,2010,5/20/2010 4:30 PM,SEMGROUP LP,HANSTON DISCHARGE,ONSHORE,UNDERGROUND,CRUDE OIL,,HUDSON,STAFFORD,KS,CORROSION,INTERNAL,0.12,0.0,0.0,0.12,NO,NO,,10000.0,12.0,0.0,500.0,500.0,0.0,11012
1772,1772,20140332,2014,8/25/2014 9:00 PM,"ONEOK NGL PIPELINE, LLC",ONEOK MEDFORD NORTH LINE #2 PUMP HEADER,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),MEDFORD,GRANT,OK,INCORRECT OPERATION,INCORRECT INSTALLATION,52.0,0.0,0.0,52.0,NO,NO,YES,3000.0,331.0,0.0,2500.0,1000.0,0.0,6831
945,945,20120279,2012,09-09-12 7:35,"MAGELLAN AMMONIA PIPELINE, L.P.",EARLY TO GARNER LINE SSEGMENT,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,POCAHONTAS,POCAHONTAS,IA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",54.65,0.0,0.0,54.65,NO,NO,YES,5000.0,4408.0,2700.0,5086.0,25000.0,300.0,42494
1777,1777,20140334,2014,8/29/2014 12:35 PM,ROSE ROCK MIDSTREAM L.P.,CUNNINGHAM STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,CUNNINGHAM,KINGMAN,KS,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.83,,0.0,0.83,NO,NO,,200.0,100.0,0.0,100.0,0.0,0.0,400
1986,1986,20150103,2015,2/24/2015 11:55 AM,"PLAINS PIPELINE, L.P.",MIDLAND TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,MIDLAND,MIDLAND,TX,CORROSION,INTERNAL,85.0,,81.0,4.0,NO,NO,YES,8000.0,3100.0,0.0,2000.0,150000.0,0.0,163100
2443,2443,20160082,2016,2/17/2016 11:35 PM,"PLAINS MARKETING, L.P.",CUSHING TERMINAL,ONSHORE,TANK,CRUDE OIL,,CUSHING,LINCOLN,OK,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.0,,0.0,0.0,NO,NO,NO,140000.0,0.0,0.0,0.0,0.0,0.0,140000
2456,2456,20160081,2016,2/24/2016 2:10 PM,ROSE ROCK MIDSTREAM L.P.,"ARLINGTON JUNCTION TO CUNNINGHAM 12""",ONSHORE,UNDERGROUND,CRUDE OIL,,,KINGMAN,KS,CORROSION,INTERNAL,238.0,,238.0,0.0,NO,NO,YES,16420.0,2460.0,0.0,2500.0,12000.0,0.0,33380
