Report Number,Accident Year,Accident Date/Time,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Public Evacuations,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20120100,2012,03-06-12 13:00,SUNOCO PIPELINE L.P.,SEABREEZE STATION,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,STOWELL,CHAMBERS,TX,CORROSION,INTERNAL,0.5,0,0,0.5,NO,NO,YES,0,4800,50,0,5150,8160,0,18160
20120101,2012,03-06-12 17:08,"PLAINS MARKETING, L.P.",PLAINS MARKETING TERMINAL (PMT),ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,MIDLAND,MIDLAND,TX,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,3,0,3,0,NO,NO,YES,0,0,300,0,700,800,0,1800
20120097,2012,03-08-12 8:45,ENTERPRISE CRUDE PIPELINE LLC,NaN,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,NaN,TX,CORROSION,INTERNAL,1,0,0,1,NO,NO,NaN,NaN,0,100,0,10000,15000,0,25100
20120090,2012,03-09-12 9:58,"MAGELLAN PIPELINE COMPANY, LP",NaN,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,NaN,NaN,NE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.9,0,1.9,0,NO,NO,YES,NaN,250,0,0,200,0,0,450
20120075,2012,03-09-12 10:00,"MAGELLAN PIPELINE COMPANY, LP","WEST TULSA 12""/16"" GASOLINE LINE",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,TULSA,NaN,OK,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,0,0.24,0,NO,NO,NaN,0,0,30,0,1000,0,0,1030
20120102,2012,03-12-12 15:33,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,HUNTINGTON CFI DELIVERY,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,NaN,HUNTINGTON,HUNTINGTON,IN,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.2,0,0,0.2,NO,NO,NaN,NaN,150,15,0,0,0,0,165
20120104,2012,3/14/2012 12:25 PM,"MAGELLAN PIPELINE COMPANY, LP",GALENA PARK / KINDER MORGAN FACILITY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,GALENA PARK,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.12,0,0.12,0,NO,NO,NaN,0,500,25,0,7000,0,0,7525
20120089,2012,3/14/2012 4:00 PM,"KINDER MORGAN LIQUID TERMINALS, LLC",CARTERET TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,CARTERET,MIDDLESEX,NJ,ALL OTHER CAUSES,MISCELLANEOUS,0.12,0,0.09,0.03,NO,NO,NO,NaN,100,20,0,100,2000,0,2220
20120088,2012,3/15/2012 12:30 AM,"KINDER MORGAN LIQUID TERMINALS, LLC",PERTH AMBOY TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,PERTH AMBOY,MIDDLESEX,NJ,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.5,0,0.4,0.1,NO,NO,NO,NaN,100,100,0,500,150000,0,150700
20120106,2012,3/15/2012 8:55 AM,DIXIE PIPELINE COMPANY LLC,ERWINVILLE STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,ERWINVILLE,WEST BATON ROUGE,LA,INCORRECT OPERATION,INCORRECT VALVE POSITION,4.3,0,0,4.3,NO,NO,NO,0,0,259,0,0,0,0,259
20120103,2012,3/16/2012 10:27 AM,EXXONMOBIL PIPELINE CO,"SILVERTIP STATION,  NEAR BELFRY, MONTANA",ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,"BELFY, MONTANA  ",CARBON,MT,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.5,0,0.5,0,NO,NO,NO,0,0,50,0,1000,0,3500,4550
20120109,2012,3/17/2012 7:30 AM,"KINDER MORGAN LIQUID TERMINALS, LLC",NaN,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,PASADENA,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1,0,1,0,NO,NO,NaN,NaN,23000,15,0,0,0,0,23015
20120111,2012,3/17/2012 10:30 AM,"PLAINS PIPELINE, L.P.",BOA PIPELINE,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,GRAND ISLE,JEFFERSON,LA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,204,NaN,189,15,NO,NO,NO,0,1054438,1500,0,1745562,0,0,2801500
20120091,2012,3/20/2012 11:36 AM,ENTERPRISE PRODUCTS OPERATING LLC,PORT ARTHUR TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,PORT ARTHUR,JEFFERSON,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3,0,1,2,NO,NO,NO,0,26456,300,0,0,9306,0,36062
20120105,2012,3/20/2012 12:30 PM,CONOCOPHILLIPS,WEEMS PUMP STATION ,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,DENVER CITY ,YOAKUM,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.48,0,0.48,0,NO,NO,NO,0,250,50,0,0,500,0,800
20120116,2012,3/20/2012 1:30 PM,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 3,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CASS LAKE,HUBBARD,MN,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.02,0,0.02,0,NO,NO,YES,0,15000,0,0,25000,0,0,40000
20120118,2012,3/21/2012 10:45 AM,EXPLORER PIPELINE CO,WOOD RIVER TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,HARTFORD,MADISON,IL,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,11,0,11,0,NO,NO,NO,0,0,750,0,100000,0,0,100750
20120107,2012,3/21/2012 4:40 PM,"MAGELLAN PIPELINE COMPANY, LP",ALEXANDRIA PUMP STATION & TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,ALEXANDRIA,DOUGLAS,MN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.19,0,1.1,0.09,NO,NO,YES,NaN,500,200,0,5000,37000,0,42700
20120108,2012,3/21/2012 6:00 PM,"MAGELLAN PIPELINE COMPANY, LP","#6-12"" IOWA CITY TO CHICAGO LINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,WAYNE TOWNSHIP,KANE,IL,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,12,NaN,12,0,NO,NO,YES,0,38500,8200,79079,70000,710721,0,906500
20120117,2012,3/22/2012 10:45 AM,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",CLEARBROOK TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CLEARBROOK,CLEARWATER,MN,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,0,0.24,0,NO,NO,YES,0,25000,0,0,60000,15000,0,100000
20120112,2012,3/22/2012 4:28 PM,ENTERPRISE PRODUCTS OPERATING LLC,EL DORADO STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,EL DORADO,BUTLER,KS,CORROSION,EXTERNAL,10,0,10,0,NO,NO,NO,0,111000,500,0,53300,373000,100000,637800
20120113,2012,3/23/2012 9:30 AM,WEST TEXAS GULF PIPELINE CO,WORTHAM STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,WORTHAM,FREESTONE,TX,INCORRECT OPERATION,INCORRECT INSTALLATION,0.48,0,0,0.48,NO,NO,NO,0,0,49,0,0,0,0,49
20120119,2012,3/25/2012 11:30 AM,MARATHON PIPE LINE LLC,HARTFORD TWO RIVERS STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,HARTFORD,MADISON,IL,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.4,0,0.4,0,NO,NO,YES,0,0,40,0,500,5500,0,6040
20120114,2012,3/26/2012 9:00 AM,MARATHON PIPE LINE LLC,PATOKA TANK FARM,ONSHORE,TANK,CRUDE OIL,NaN,NaN,PATOKA,MARION,IL,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.6,0,1.6,0,NO,NO,NO,0,120000,0,0,100,300,0,120400
20120124,2012,3/27/2012 9:18 AM,"PLAINS PIPELINE, L.P.",SIDNEY PRODUCTS SYSTEM,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,KIMBALL,KIMBALL,NE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,222,NaN,222,0,NO,NO,NO,0,9500,30000,0,96753,51842,0,188095
20120123,2012,3/27/2012 8:28 PM,ENTERPRISE PRODUCTS OPERATING LLC,LP3 PANOLA,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y GRADE,GARRISON,NACOGDOCHES,TX,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",100,0,0,100,NO,NO,YES,0,28072,1764,4000,96446,18000,30000,178282
20120120,2012,3/30/2012 7:30 AM,ENTERPRISE CRUDE PIPELINE LLC,HOLLIDAY STATION,ONSHORE,TANK,CRUDE OIL,NaN,NaN,HOLLIDAY,ARCHER,TX,CORROSION,INTERNAL,75,NaN,60,15,NO,NO,YES,NaN,15000,7500,0,10000,36588,0,69088
20120126,2012,3/31/2012 3:13 AM,OLYMPIC PIPE LINE COMPANY,ALLEN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,MOUNT VERNON,SKAGIT,WA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.96,0,1.96,0,NO,NO,YES,0,100,300,0,7500,0,0,7900
20120127,2012,04-01-12 0:09,OLYMPIC PIPE LINE COMPANY,ALLEN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,MOUNT VERNON,SKAGIT,WA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.97,0,0.97,0,NO,NO,YES,0,100,150,0,7000,0,0,7250
20120128,2012,04-02-12 8:00,SUNOCO PIPELINE L.P.,HEARNE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,HEARNE,ROBERTSON,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.5,0,4.5,0,NO,NO,NO,0,300,0,0,1500,0,0,1800
20120134,2012,04-03-12 7:40,KINDER MORGAN CO2 CO. LP,CORTEZ PIPELINE,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),NaN,NaN,DENVER CITY,YOAKUM,TX,INCORRECT OPERATION,INCORRECT EQUIPMENT,3.88,0,0,3.88,NO,NO,NO,0,2911,0,0,0,0,0,2911
20120133,2012,04-04-12 6:22,WEST SHORE PIPELINE CO,CITGO LEMONT REFINERY,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,LOCKPORT,WILL,IL,INCORRECT OPERATION,INCORRECT INSTALLATION,0.36,0,0.36,0,NO,NO,YES,0,0,0,0,35000,0,0,35000
20120121,2012,04-04-12 9:00,COLONIAL PIPELINE CO,COLONIAL/HEBERT,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,BEAUMONT,JEFFERSON,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,2.5,0,2.5,0,NO,NO,NO,NaN,3000,315,0,3000,3000,0,9315
20120130,2012,04-04-12 13:00,"PLAINS PIPELINE, L.P.",MESA TANK FARM,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,MIDLAND,MIDLAND,TX,CORROSION,INTERNAL,3,0,3,0,NO,NO,YES,0,7000,0,0,2200,1000,0,10200
20120176,2012,04-05-12 14:18,"BUCKEYE PARTNERS, LP",LIMA SOUTH TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,LIMA,ALLEN,OH,CORROSION,INTERNAL,0.1,NaN,0.1,0,NO,NO,NO,0,833000,0,0,5000,35370,50000,923370
20120135,2012,04-06-12 6:31,KINDER MORGAN CO2 CO. LP,SHEEP MOUNTAIN PUMP STATION,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),NaN,NaN,DENVER CITY,YOAKUM,TX,INCORRECT OPERATION,INCORRECT EQUIPMENT,15.15,0,0,15.15,NO,NO,NO,0,2911,1,0,0,0,0,2912
20120132,2012,04-06-12 8:53,"CCPS TRANSPORTATION, LLC",LINE 55 ,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,SHELBINA,SHELBY,MO,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,20,0,20,0,NO,NO,YES,0,0,2000,0,152500,332000,0,486500
20120136,2012,04-06-12 13:35,"KINDER MORGAN LIQUID TERMINALS, LLC",NaN,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,PASADENA,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.48,0,0.4,0.08,NO,NO,YES,0,250000,5,0,0,100000,0,350005
20120131,2012,04-07-12 4:23,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",CLEARBROOK TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,CLEARBROOK,CLEARWATER,MN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.6,0,0.6,0,NO,NO,YES,0,3100,0,0,7000,0,0,10100
20120143,2012,04-08-12 11:00,SUNOCO PIPELINE L.P.,SOUR LAKE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,SOUR LAKE,HARDIN,TX,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,5,0,0,5,NO,NO,NO,NaN,2770,500,0,9106,12684,0,25060
20120141,2012,04-08-12 22:04,ENTERPRISE CRUDE PIPELINE LLC,C75,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CUSHING,PAYNE,OK,CORROSION,INTERNAL,600,0,600,0,NO,NO,YES,0,1560277,60000,0,63100,14950,0,1698327
20120144,2012,04-09-12 14:45,"PLAINS PIPELINE, L.P.",WILMINGTON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,CARSON,LOS ANGELES,CA,INCORRECT OPERATION,INCORRECT VALVE POSITION,4.5,0,4.5,0,NO,NO,NO,0,0,0,0,5000,10000,0,15000
20120139,2012,04-09-12 19:15,ONEOK NGL PIPELINE LP,ONEOK BINGER JCT. 2,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y-GRADE (RAW FEED),MINCO,GRADY,OK,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,1.84,0.24,0,1.84,NO,NO,NO,0,100,73,0,150,0,0,323
20120122,2012,04-10-12 7:00,COLONIAL PIPELINE CO,COLONIAL/PAULDING STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,LOUIN,JASPER,MS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.87,0,0.87,0,NO,NO,NO,NaN,1000,104,0,13372,0,0,14476
20120145,2012,04-10-12 17:17,EXXONMOBIL PIPELINE CO,ST JAMES STATION NORTH,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,ST. JAMES,ST. JAMES,LA,CORROSION,INTERNAL,5.5,0,5.5,0,NO,NO,YES,0,40000,100,0,1500,40000,0,81600
20120146,2012,04-10-12 19:05,EXXONMOBIL PIPELINE CO,BATON ROUGE PRODUCTS STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,BATON ROUGE,EAST BATON ROUGE,LA,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.23,0,0.23,0,NO,NO,NO,0,0,12,0,0,300,0,312
20120150,2012,04-11-12 11:30,"MAGELLAN PIPELINE COMPANY, LP","#2-8"" MINNEAPOLIS -- DULUTH LINE",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,NEW BRIGHTON,RAMSEY,MN,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.24,0,0.24,0,NO,NO,NO,NaN,25,25,0,0,2000,0,2050
20120152,2012,04-11-12 13:25,EXPLORER PIPELINE CO,CHATSWORTH PUMP STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,STRAWN,LIVINGSTON,IL,CORROSION,INTERNAL,41.64,0,41.64,0,NO,NO,NO,0,5000,0,0,43000,0,5000,53000
20120129,2012,04-12-12 7:10,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",RUSSELL STATION / TANK 5103,ONSHORE,TANK,CRUDE OIL,NaN,NaN,NaN,GAINES,TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,116,NaN,40,76,NO,NO,NO,0,100000,11600,0,5000,40000,0,156600
20120148,2012,4/16/2012 8:00 AM,"PLAINS PIPELINE, L.P.",CUSHING TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CUSHING,PAYNE,OK,CORROSION,INTERNAL,5,NaN,5,0,NO,NO,YES,0,7000,50,0,2700,0,0,9750
20120154,2012,4/16/2012 8:45 AM,"MAGELLAN PIPELINE COMPANY, LP",BOYER PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,EL DORADO,BUTLER,KS,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.48,0,0.48,0,NO,NO,NO,NaN,1000,100,0,2000,500,0,3600
20120156,2012,4/16/2012 10:00 AM,EXXONMOBIL PIPELINE CO,VIOLA ACT METER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,CORPUS CHRISTI,NUECES,TX,INCORRECT OPERATION,INCORRECT INSTALLATION,0.38,0,0.38,0,NO,NO,NO,0,100,40,0,9000,0,0,9140
20120151,2012,4/16/2012 6:00 PM,ENTERPRISE PRODUCTS OPERATING LLC,SEMINOLE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y-GRADE,"CLUTE, TX",BRAZORIA ,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,3,0,0,3,NO,NO,YES,0,1000,70,1000,25000,12000,0,39070
20120159,2012,4/16/2012 8:15 PM,"KINDER MORGAN LIQUID TERMINALS, LLC",NaN,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,NaN,NaN,NJ,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,35.26,0,35.26,0,NO,NO,YES,0,4000,100,0,0,217000,0,221100
20120153,2012,4/19/2012 12:28 PM,EXXONMOBIL OIL CORP - WEST COAST,G-13 GATHERING LINE- CSFM ID-1235  ,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,MARCIOPA,KERN,CA,CORROSION,INTERNAL,2.7,0,2.7,0,NO,NO,YES,0,500,230,0,3800,1500,0,6030
20120158,2012,4/19/2012 2:45 PM,MOTIVA ENTERPRISE LLC,MOTIVA ENTERPRISES LLC,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,FULL RANGE NAPTHA,PORT ARTHUR TEXAS,JEFFERSON,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.16,0,0.16,0,NO,NO,YES,0,11000,0,0,0,11000,0,22000
20120162,2012,4/19/2012 4:37 PM,CONOCOPHILLIPS,LINE 300,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,SANTA MARIA,SANTA BARBARA,CA,CORROSION,EXTERNAL,5,0,5,0,NO,NO,YES,0,45000,500,25000,325000,10000,0,405500
20120149,2012,4/19/2012 5:00 PM,"BP PIPELINES (ALASKA), INC",BADAMI FACILITY,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,N/A,NORTH SLOPE BOROUGH,AK,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.28,0,0.28,0,NO,NO,YES,0,980,0,0,1500,600,0,3080
20120157,2012,4/20/2012 2:00 PM,CITGO PETROLEUM CORPORATION (TERMINALS),EAST CHICAGO TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,EAST CHICAGO,LAKE,IN,CORROSION,INTERNAL,0.72,0,0.36,0.36,NO,NO,NO,0,25000,100,0,2000,0,0,27100
20120164,2012,4/23/2012 4:00 AM,MID - VALLEY PIPELINE CO,HEBRON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,HEBRON,BOONE,KY,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.47,0,0.47,0,NO,NO,NO,0,8500,0,0,1400,0,0,9900
20120155,2012,4/23/2012 9:40 AM,ENTERPRISE CRUDE PIPELINE LLC,NaN,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,WEST COLUMBIA,BRAZORIA,TX,CORROSION,INTERNAL,3,0,3,0,NO,NO,NaN,NaN,2500,350,0,6000,6000,0,14850
20120161,2012,4/23/2012 3:10 PM,"BUCKEYE PARTNERS, LP",LINDEN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,LINDEN,UNION,NJ,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.17,0,0.17,0,NO,NO,NO,0,0,0,0,1060,3600,0,4660
20120160,2012,4/25/2012 6:30 AM,ENTERPRISE CRUDE PIPELINE LLC,ADDINGTON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,ADDINGTON,JEFFERSON,OK,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.5,0,0.2,0.3,NO,NO,NO,NaN,2000,50,0,0,8000,0,10050
20120166,2012,4/28/2012 10:40 PM,EXXONMOBIL PIPELINE CO,EMPCO NORTH LINE SYSTEM,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,TORBERT,POINTE COUPEE,LA,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,2880,0,2000,880,NO,NO,YES,0,267200,91520,0,7220442,0,91500,7670662
20120167,2012,4/29/2012 6:00 PM,"PLAINS PIPELINE, L.P.",CASHION STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,CASHION,KINGFISHER,OK,CORROSION,EXTERNAL,15,NaN,15,0,NO,NO,NO,0,0,0,0,2800,0,0,2800
20120163,2012,4/30/2012 7:00 AM,ENTERPRISE PRODUCTS OPERATING LLC,ALVIN STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y GRADE,ALVIN,BRAZORIA,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3,0,0,3,NO,NO,NO,0,22000,75,0,2520,2000,6000,32595
20120165,2012,05-01-12 18:15,ONEOK NGL PIPELINE LP,ONEOK ARBUCKLE CLEBURNE PUMP STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,DEMETHANIZED RAW FEED,GODLEY,JOHNSON,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3,5.7,0,3,YES,NO,NO,0,250,370,0,150,0,0,770
20120168,2012,05-03-12 10:20,"PLAINS PIPELINE, L.P.",TEN MILE STATION,ONSHORE,TANK,CRUDE OIL,NaN,NaN,EIGHT MILE,MOBILE,AL,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,8,NaN,8,0,NO,NO,NO,0,0,0,0,12000,0,0,12000
